scheduled_departure_date_local,flight_number,scheduled_departure_station_code,scheduled_arrival_station_code,fleet_type,turnaround_buffer,load_factor,ssr_count,total_bags,transfer_bag_ratio,departure_hour,difficulty_score,daily_rank,difficulty_class
2025-08-01,1616,ORD,GRR,A319-100,47,1.1349206349206349,1.0,100,0.92,18,0.2738173439883741,101.0,Difficult
2025-08-01,1580,ORD,YVR,B737-800,25,1.2409638554216869,8.0,117,0.39316239316239315,19,0.2720590033935921,102.0,Difficult
2025-08-01,2487,ORD,PHL,B737-MAX9,7,1.1173184357541899,4.0,108,0.5648148148148148,21,0.27190671010423484,103.0,Difficult
2025-08-01,1742,ORD,JAX,A319-100,27,1.1507936507936507,12.0,69,0.6231884057971014,19,0.2718220661146841,104.0,Difficult
2025-08-01,2201,ORD,MCO,B737-900,20,1.458100558659218,15.0,142,0.20422535211267606,14,0.2714132805898021,105.0,Difficult
2025-08-01,3464,ORD,PIT,ERJ-175,130,1.0526315789473684,15.0,46,0.6521739130434783,21,0.27101411635186323,106.0,Difficult
2025-08-01,580,ORD,PDX,B737-900,22,1.2067039106145252,10.0,93,0.6666666666666666,16,0.27024485546324317,107.0,Difficult
2025-08-01,777,ORD,LAS,B737-MAX9,23,1.1899441340782122,7.0,96,0.5520833333333334,19,0.2696053662519074,108.0,Difficult
2025-08-01,1974,ORD,PWM,A319-100,60,1.5,0.0,93,0.4838709677419355,18,0.2686868224587212,109.0,Difficult
2025-08-01,3614,ORD,MCI,ERJ-175,26,1.144736842105263,7.0,57,0.7543859649122807,21,0.2680240447617577,110.0,Difficult
2025-08-01,592,ORD,JAC,B737-700,14,1.1111111111111112,9.0,94,0.776595744680851,16,0.2664615289148512,111.0,Difficult
2025-08-01,310,ORD,MCI,A319-100,15,1.1984126984126984,9.0,97,0.6907216494845361,15,0.26447753684144015,112.0,Medium
2025-08-01,5624,ORD,LEX,ERJ-175,31,1.0789473684210527,17.0,65,0.6153846153846154,17,0.26424624910665706,113.0,Medium
2025-08-01,2148,ORD,SAT,A320-200,-1,1.12,3.0,97,0.6391752577319587,19,0.26313063894373345,114.0,Medium
2025-08-01,467,ORD,CMH,A319-100,23,1.0476190476190477,12.0,96,0.8229166666666666,14,0.26171619113424893,115.0,Medium
2025-08-01,1583,ORD,BWI,B737-900,34,1.1564245810055866,1.0,115,0.6608695652173913,18,0.26171406898865607,116.0,Medium
2025-08-01,4584,ORD,TUL,CRJ-550,58,1.18,10.0,31,0.8709677419354839,20,0.26057466787057276,117.0,Medium
2025-08-01,1989,ORD,BOS,B737-900,14,1.1787709497206704,12.0,115,0.2956521739130435,18,0.26052867779217626,118.0,Medium
2025-08-01,739,ORD,BZN,A319-100,26,1.246031746031746,2.0,73,0.726027397260274,19,0.26021271771312376,119.0,Medium
2025-08-01,533,ORD,OMA,A320-200,32,1.0666666666666667,0.0,88,0.8522727272727273,20,0.2602095388452412,120.0,Medium
2025-08-01,938,ORD,LHR,B767-300,100,1.2275449101796407,4.0,152,0.2236842105263158,21,0.25969834985786533,121.0,Medium
2025-08-01,2616,ORD,PDX,B737-800,-8,1.2951807228915662,1.0,103,0.46601941747572817,12,0.25943136572137837,122.0,Medium
2025-08-01,2005,ORD,TYS,A320-200,11,1.1666666666666667,0.0,96,0.6979166666666666,19,0.2578249766467912,123.0,Medium
2025-08-01,2417,ORD,SAN,B737-900,25,1.100558659217877,10.0,142,0.4295774647887324,16,0.2575443948059425,124.0,Medium
2025-08-01,291,ORD,BDL,A319-100,27,1.2222222222222223,1.0,86,0.7325581395348837,18,0.25725001858162977,125.0,Medium
2025-08-01,2226,ORD,CLE,B737-900,15,1.1173184357541899,15.0,102,0.5392156862745098,14,0.25709692749553914,126.0,Medium
2025-08-01,2465,ORD,ORF,B737-MAX9,12,1.2569832402234637,14.0,140,0.44285714285714284,11,0.2570818013581202,127.0,Medium
2025-08-01,2329,ORD,DTW,A320-200,13,0.98,19.0,80,0.725,14,0.25705574878921184,128.0,Medium
2025-08-01,1403,ORD,SLC,A319-100,99,0.9761904761904762,12.0,85,0.5647058823529412,19,0.2569494705513612,129.0,Medium
2025-08-01,4518,ORD,STL,CRJ-550,23,1.04,16.0,56,0.8214285714285714,16,0.25597827233970705,130.0,Medium
2025-08-01,2394,ORD,DEN,B757-300,27,1.1367521367521367,8.0,126,0.373015873015873,18,0.2551349875113096,131.0,Medium
2025-08-01,2113,ORD,FSD,B737-800,16,1.0421686746987953,0.0,90,0.8,20,0.25476997608948054,132.0,Medium
2025-08-01,1830,ORD,DSM,A320-200,12,1.0133333333333334,19.0,99,0.5858585858585859,13,0.2545096869935932,133.0,Medium
2025-08-01,312,ORD,CHS,B737-700,41,1.1666666666666667,0.0,82,0.8536585365853658,18,0.254292367951139,134.0,Medium
2025-08-01,1347,ORD,FLL,B737-800,19,1.1686746987951808,13.0,103,0.30097087378640774,17,0.25356440980211015,135.0,Medium
2025-08-01,2426,ORD,IAH,B737-900,23,0.9608938547486033,15.0,107,0.32710280373831774,19,0.25284937601582524,136.0,Medium
2025-08-01,5140,ORD,CMX,CRJ-200,26,1.32,4.0,46,0.32608695652173914,21,0.25276164311158344,137.0,Medium
2025-08-01,349,ORD,BTV,A319-100,46,1.119047619047619,7.0,70,0.7142857142857143,18,0.2527600856301801,138.0,Medium
2025-08-01,3402,ORD,YOW,ERJ-175,43,1.3157894736842106,2.0,55,0.7818181818181819,18,0.2526560960737149,139.0,Medium
2025-08-01,4638,ORD,COS,ERJ-175,16,1.0394736842105263,12.0,62,0.5645161290322581,19,0.252206020988959,140.0,Medium
2025-08-01,2179,ORD,SFO,B757-300,9,1.1196581196581197,7.0,161,0.30434782608695654,18,0.2519221262247818,141.0,Medium
2025-08-01,1168,ORD,SFO,A321-2NX,10,1.12,14.0,120,0.375,15,0.2514619269287732,142.0,Medium
2025-08-01,2862,ORD,IAD,B737-MAX9,11,1.1229050279329609,25.0,112,0.36607142857142855,10,0.25128653984134675,143.0,Medium
2025-08-01,3,ORD,ZRH,B767-300,40,1.0598802395209581,3.0,166,0.5421686746987951,15,0.2511674001636931,144.0,Medium
2025-08-01,1387,ORD,SFO,B777-2HD,98,1.1785714285714286,22.0,248,0.23387096774193547,8,0.25099563780674106,145.0,Medium
2025-08-01,622,ORD,DEN,B777-2HD,12,1.1565934065934067,11.0,262,0.24045801526717558,13,0.24995746625615356,146.0,Medium
2025-08-01,1291,ORD,IAH,A321-2NX,29,0.91,6.0,104,0.5288461538461539,21,0.24968508725566305,147.0,Medium
2025-08-01,2059,ORD,PDX,B737-800,14,1.072289156626506,2.0,136,0.45588235294117646,19,0.2490589371873806,148.0,Medium
2025-08-01,481,ORD,RNO,B737-700,48,1.1349206349206349,3.0,161,0.3105590062111801,19,0.24827386572750454,149.0,Medium
2025-08-01,4468,ORD,LEX,CRJ-550,26,1.22,0.0,41,0.8780487804878049,21,0.24817156762887393,150.0,Medium
2025-08-01,1756,ORD,YYZ,B737-800,9,1.2048192771084338,1.0,107,0.3177570093457944,21,0.2477981196413294,151.0,Medium
2025-08-01,5637,ORD,GRB,CRJ-200,26,1.36,0.0,54,0.7222222222222222,18,0.24769549939162366,152.0,Medium
2025-08-01,4712,ORD,ELP,ERJ-175,41,1.144736842105263,3.0,71,0.676056338028169,19,0.24755303026900405,153.0,Medium
2025-08-01,793,ORD,DFW,A319-100,21,1.1984126984126984,0.0,101,0.7128712871287128,16,0.24713152234868654,154.0,Medium
2025-08-01,4542,ORD,LIT,CRJ-550,41,0.9,13.0,40,0.9,20,0.24698876086681237,155.0,Medium
2025-08-01,3604,ORD,CMH,ERJ-175,10,1.2105263157894737,8.0,43,0.5116279069767442,19,0.24693770998207565,156.0,Medium
2025-08-01,1620,ORD,SEA,A321-2NX,615,1.165,22.0,147,0.3741496598639456,8,0.24677021451918085,157.0,Medium
2025-08-01,3707,ORD,IND,ERJ-175,21,1.118421052631579,2.0,66,0.803030303030303,19,0.24603285403594932,158.0,Medium
2025-08-01,4792,ORD,ROA,ERJ-175,35,1.144736842105263,14.0,45,0.4888888888888889,17,0.2458773056313229,159.0,Medium
2025-08-01,2075,ORD,TPA,B737-MAX8,23,1.3795180722891567,1.0,100,0.38,17,0.24583351429900496,160.0,Medium
2025-08-01,4571,ORD,XNA,CRJ-550,51,1.18,6.0,30,0.8,20,0.2453572765662249,161.0,Medium
2025-08-01,929,ORD,LHR,B767-300,135,1.215568862275449,4.0,154,0.35064935064935066,16,0.2452335356457557,162.0,Medium
2025-08-01,2618,ORD,STL,A319-100,26,1.126984126984127,1.0,97,0.9175257731958762,14,0.24521806263536405,163.0,Medium
2025-08-01,2155,ORD,LAX,B757-300,9,1.0341880341880343,6.0,132,0.36363636363636365,19,0.24464405167620068,164.0,Medium
2025-08-01,378,ORD,LAX,A321-2NX,195,1.155,17.0,122,0.29508196721311475,13,0.2440738881303302,165.0,Medium
2025-08-01,2657,ORD,IAH,B737-MAX9,38,1.0335195530726258,20.0,171,0.27485380116959063,12,0.24366397419248334,166.0,Medium
2025-08-01,2202,ORD,IAH,B737-900,19,1.0837988826815643,3.0,110,0.5272727272727272,18,0.24358968820330235,167.0,Medium
2025-08-01,1314,ORD,IAH,A321-2NX,10,1.195,8.0,171,0.3157894736842105,14,0.24294796180167483,168.0,Medium
2025-08-01,5392,ORD,OKC,ERJ-175,37,1.118421052631579,2.0,79,0.6075949367088608,19,0.24150386852870293,169.0,Medium
2025-08-01,1030,ORD,ABQ,A320-200,8,0.9466666666666667,6.0,94,0.574468085106383,19,0.24035362217903333,170.0,Medium
2025-08-01,3635,ORD,MSN,ERJ-170,91,0.9714285714285714,8.0,58,0.7586206896551724,19,0.24029714811636677,171.0,Medium
2025-08-01,5274,ORD,SBN,CRJ-550,36,1.1,4.0,28,1.0,21,0.24009101328150667,172.0,Medium
2025-08-01,6004,ORD,SUN,ERJ-175,6,1.3,0.0,68,0.45588235294117646,19,0.24003203381214294,173.0,Medium
2025-08-01,5901,ORD,FAR,ERJ-175,13,1.144736842105263,6.0,60,0.8333333333333334,16,0.23998962447190259,174.0,Medium
2025-08-01,2147,ORD,ALB,B737-700,60,1.1349206349206349,2.0,79,0.6455696202531646,18,0.23980466282895385,175.0,Medium
2025-08-01,1983,ORD,LAX,B737-900,59,1.1564245810055866,6.0,151,0.31788079470198677,16,0.23947675014807634,176.0,Medium
2025-08-01,5251,ORD,ASE,ERJ-175,348,0.9142857142857143,10.0,60,0.7166666666666667,19,0.23929174266454933,177.0,Medium
2025-08-01,5847,ORD,DSM,ERJ-175,13,1.118421052631579,4.0,68,0.8676470588235294,16,0.238967636644645,178.0,Medium
2025-08-01,1576,ORD,LGA,B737-800,29,1.1927710843373494,0.0,76,0.47368421052631576,20,0.2388959409992708,179.0,Medium
2025-08-01,5362,ORD,MKE,CRJ-200,46,0.92,12.0,37,0.5675675675675675,21,0.2387491672677021,180.0,Medium
2025-08-01,1634,ORD,IAD,B737-MAX9,14,1.0837988826815643,11.0,164,0.3170731707317073,14,0.23815490559460667,181.0,Medium
2025-08-01,5131,ORD,CMX,CRJ-200,-7,1.04,4.0,52,0.46153846153846156,16,0.2380668651400811,182.0,Medium
2025-08-01,2100,ORD,SLC,B737-800,42,1.1144578313253013,13.0,80,0.6,13,0.23793848272444074,183.0,Medium
2025-08-01,5352,ORD,CAK,CRJ-200,46,1.16,6.0,55,0.5818181818181818,18,0.23788129045519024,184.0,Medium
2025-08-01,1577,ORD,SFO,B757-300,57,1.2564102564102564,5.0,177,0.288135593220339,14,0.2376793643430912,185.0,Medium
2025-08-01,2865,ORD,LGA,B737-800,35,1.1506024096385543,8.0,54,0.48148148148148145,18,0.2376522650274281,186.0,Medium
2025-08-01,247,ORD,OMA,A320-200,3800,0.98,12.0,115,0.6434782608695652,12,0.23717350241240026,187.0,Medium
2025-08-01,1967,ORD,LAX,B737-MAX9,17,1.1284916201117319,6.0,126,0.2777777777777778,18,0.23709752899874853,188.0,Medium
2025-08-01,5045,ORD,RHI,CRJ-200,276,1.42,0.0,49,0.673469387755102,16,0.23642780555081455,189.0,Medium
2025-08-01,2039,ORD,MCO,A321-2NX,12,1.29,0.0,124,0.3387096774193548,17,0.23638462046677056,190.0,Medium
2025-08-01,5699,ORD,SAV,ERJ-175,10,1.0263157894736843,0.0,75,0.8933333333333333,18,0.23597944736518528,191.0,Medium
2025-08-01,1377,ORD,MYR,B737-700,67,1.4285714285714286,11.0,69,0.36231884057971014,11,0.23325886999177559,192.0,Medium
2025-08-01,5021,ORD,SUX,CRJ-550,-4,1.16,0.0,14,0.5714285714285714,20,0.232472805181698,193.0,Medium
2025-08-01,5103,ORD,JLN,CRJ-200,78,0.96,11.0,31,0.3870967741935484,21,0.2319167191999163,194.0,Medium
2025-08-01,5607,ORD,TUS,ERJ-175,41,1.2285714285714286,17.0,52,0.7692307692307693,9,0.23087219728722627,195.0,Medium
2025-08-01,5610,ORD,CHO,CRJ-550,47,1.06,7.0,42,0.7857142857142857,18,0.23080027294349537,196.0,Medium
2025-08-01,2337,ORD,IAD,B737-900,17,1.0782122905027933,12.0,184,0.2608695652173913,13,0.23078594542271214,197.0,Medium
2025-08-01,275,ORD,RAP,A320-200,11,1.02,26.0,74,0.5540540540540541,8,0.23047692390983182,198.0,Medium
2025-08-01,1617,ORD,PHL,B737-800,26,1.3975903614457832,4.0,112,0.25892857142857145,14,0.2303144996533972,199.0,Medium
2025-08-01,5474,ORD,MBS,CRJ-550,57,1.18,4.0,30,0.9333333333333333,18,0.23023046497202204,200.0,Medium
2025-08-01,5250,ORD,BNA,ERJ-175,31,1.1973684210526316,0.0,75,0.6133333333333333,17,0.22971475954670773,201.0,Medium
2025-08-01,2653,ORD,RDU,B737-MAX9,26,1.1955307262569832,12.0,108,0.49074074074074076,10,0.2296011380180048,202.0,Medium
2025-08-01,763,ORD,PWM,B737-800,28,1.3975903614457832,12.0,102,0.27450980392156865,10,0.22940870255194792,203.0,Medium
2025-08-01,1785,ORD,EWR,B737-900,155,1.1452513966480447,11.0,101,0.2079207920792079,16,0.229403684876751,204.0,Medium
